ResponseId,MainBranch,AISelect,ConvertedCompYearly,WorkExp,YearsCode,Age,DevType,Country,OrgSize,EdLevel,RemoteWork,Employment,treat,log_salary
25501,I am a developer by profession,"Yes, I use AI tools daily",92812.0,5.0,7.0,25-34 years old,"Developer, full-stack",Portugal,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.438331220759258
25508,I am a developer by profession,"No, and I don't plan to",67289.0,18.0,25.0,35-44 years old,"Developer, full-stack",France,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.116752055022747
25516,I am a developer by profession,"No, and I don't plan to",58007.0,7.0,13.0,25-34 years old,Data engineer,France,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,0,10.968318971901319
25518,I am a developer by profession,"Yes, I use AI tools daily",45246.0,8.0,27.0,35-44 years old,"Developer, back-end",Spain,"1,000 to 4,999 employees","Associate degree (A.A., A.S., etc.)",Remote,Employed,1,10.719869547430703
25523,I am a developer by profession,"No, and I don't plan to",97839.0,43.0,45.0,55-64 years old,"Developer, embedded applications or devices",Norway,20 to 99 employees,Some college/university study without earning a degree,In-person,Employed,0,11.49107854954022
25524,I am a developer by profession,"Yes, I use AI tools daily",29060.0,5.0,10.0,25-34 years old,"Developer, full-stack",India,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,10.277117937124274
25525,I am a developer by profession,"Yes, I use AI tools daily",77383.0,5.0,10.0,25-34 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,"1,000 to 4,999 employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.256522397210913
25529,I am a developer by profession,"No, but I plan to soon",6004.0,8.0,13.0,25-34 years old,"Developer, full-stack",Poland,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,0,8.700181192753353
25539,I am a developer by profession,"No, and I don't plan to",64989.0,5.0,15.0,25-34 years old,"Developer, embedded applications or devices",Sweden,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,0,11.0819733037874
25542,I am a developer by profession,"No, but I plan to soon",56972.0,15.0,15.0,35-44 years old,Data engineer,Chile,"1,000 to 4,999 employees","Associate degree (A.A., A.S., etc.)",Remote,Employed,0,10.950315198054478
25549,I am a developer by profession,"Yes, I use AI tools daily",180000.0,17.0,28.0,35-44 years old,"Developer, full-stack",United States of America,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,12.100712129872347
25557,I am a developer by profession,"Yes, I use AI tools daily",8425.0,2.0,5.0,18-24 years old,"Developer, front-end",Czech Republic,Less than 20 employees,Some college/university study without earning a degree,In-person,Student,1,9.038958755220563
25559,I am a developer by profession,"Yes, I use AI tools daily",44907.0,18.0,30.0,35-44 years old,"Developer, full-stack",Japan,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.712348963583345
25564,I am a developer by profession,"Yes, I use AI tools daily",127616.0,11.0,11.0,35-44 years old,Engineering manager,Germany,500 to 999 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,11.756781033881456
25567,I am a developer by profession,"Yes, I use AI tools daily",33800.0,3.0,4.0,25-34 years old,"Developer, full-stack",Argentina,100 to 499 employees,Some college/university study without earning a degree,"Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.42821608147111
25573,I am a developer by profession,"Yes, I use AI tools daily",75410.0,7.0,7.0,25-34 years old,"Developer, full-stack",France,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.230695171196693
25574,I am a developer by profession,"Yes, I use AI tools daily",6269.0,15.0,19.0,35-44 years old,"Developer, full-stack",Bulgaria,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,8.743372131273969
25577,I am a developer by profession,"Yes, I use AI tools daily",232.0,3.0,4.0,18-24 years old,Student,Kenya,"Just me - I am a freelancer, sole proprietor, etc.","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,Student,1,5.44673737166631
25580,I am a developer by profession,"Yes, I use AI tools daily",48030.0,7.0,10.0,35-44 years old,"Developer, full-stack",France,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.77958109465887
25588,I am a developer by profession,"Yes, I use AI tools daily",69609.0,38.0,42.0,55-64 years old,"Architect, software or solutions",Spain,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.150649148307476
25590,I am a developer by profession,"Yes, I use AI tools daily",60000.0,19.0,19.0,35-44 years old,"Developer, full-stack",Georgia,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.002099841204238
25597,I am a developer by profession,"Yes, I use AI tools daily",73089.0,10.0,20.0,35-44 years old,"Developer, back-end",Greece,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.19943315561863
25598,I am a developer by profession,"Yes, I use AI tools daily",94846.0,6.0,8.0,35-44 years old,"Developer, back-end",Canada,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.460009802623613
25600,I am a developer by profession,"Yes, I use AI tools daily",85534.0,11.0,11.0,35-44 years old,"Developer, full-stack",Sweden,20 to 99 employees,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Remote,Employed,1,11.356669236697456
25620,I am a developer by profession,"No, but I plan to soon",73375.0,15.0,25.0,35-44 years old,"Architect, software or solutions",Sweden,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,0,11.203338557130397
25623,I am a developer by profession,"Yes, I use AI tools daily",6974.0,1.0,2.0,18-24 years old,Data scientist,India,"5,000 to 9,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,8.849944227235596
25628,I am a developer by profession,"Yes, I use AI tools daily",275000.0,15.0,20.0,35-44 years old,"Developer, full-stack",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,12.524526376648708
25629,I am a developer by profession,"Yes, I use AI tools daily",25523.0,6.0,10.0,25-34 years old,"Developer, full-stack",Latvia,Less than 20 employees,Some college/university study without earning a degree,In-person,Employed,1,10.14733528540863
25632,I am a developer by profession,"Yes, I use AI tools daily",104413.0,20.0,30.0,35-44 years old,"Developer, back-end",Spain,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Your choice (very flexible, you can come in when you want or just as needed)","Independent contractor, freelancer, or self-employed",1,11.556109467751368
25634,I am a developer by profession,"No, and I don't plan to",51734.0,13.0,24.0,35-44 years old,"Developer, embedded applications or devices",United Kingdom of Great Britain and Northern Ireland,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,0,10.853870484578053
25636,I am a developer by profession,"Yes, I use AI tools daily",15355.0,2.0,4.0,18-24 years old,"Developer, back-end",Argentina,"5,000 to 9,999 employees","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,9.639196432874924
25637,I am a developer by profession,"Yes, I use AI tools daily",99383.0,15.0,10.0,35-44 years old,"Developer, full-stack",United Kingdom of Great Britain and Northern Ireland,"10,000 or more employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.506736351861083
25642,I am a developer by profession,"Yes, I use AI tools daily",91013.0,21.0,23.0,45-54 years old,"Developer, back-end",Australia,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,11.418757632438734
25650,I am a developer by profession,"Yes, I use AI tools daily",74889.0,13.0,15.0,35-44 years old,"Developer, full-stack",Czech Republic,500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,11.22376229623665
25652,I am a developer by profession,"Yes, I use AI tools daily",9102.0,3.0,10.0,18-24 years old,"Architect, software or solutions",Brazil,Less than 20 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,9.116249448576587
25654,I am a developer by profession,"Yes, I use AI tools daily",3440.0,2.0,6.0,25-34 years old,"Developer, desktop or enterprise applications",Mozambique,20 to 99 employees,Some college/university study without earning a degree,"Hybrid (some remote, leans heavy to in-person)",Employed,1,8.143226750367445
25658,I am a developer by profession,"No, and I don't plan to",52207.0,18.0,26.0,35-44 years old,"Developer, back-end",France,20 to 99 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,10.86297186449704
25659,I am a developer by profession,"No, and I don't plan to",52530.0,3.0,11.0,25-34 years old,"Developer, embedded applications or devices",Canada,"1,000 to 4,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,0,10.869139713948007
25675,I am a developer by profession,"Yes, I use AI tools daily",30222.0,2.0,8.0,18-24 years old,"Developer, back-end",India,"1,000 to 4,999 employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",In-person,Employed,1,10.316325414973706
25676,I am a developer by profession,"No, but I plan to soon",70794.0,3.0,10.0,18-24 years old,"Developer, game or graphics",United Kingdom of Great Britain and Northern Ireland,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,0,11.167529530327974
25678,I am a developer by profession,"Yes, I use AI tools daily",58367.0,5.0,8.0,25-34 years old,"Developer, full-stack",Canada,20 to 99 employees,"Associate degree (A.A., A.S., etc.)",Remote,Employed,1,10.974505940611799
25680,I am a developer by profession,"Yes, I use AI tools daily",81210.0,3.0,10.0,18-24 years old,"Developer, full-stack",Germany,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,11.304793671276457
25681,I am a developer by profession,"No, and I don't plan to",187000.0,10.0,14.0,25-34 years old,"Developer, back-end",United States of America,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,0,12.138863895836725
25685,I am a developer by profession,"Yes, I use AI tools daily",38008.0,4.0,6.0,25-34 years old,"Developer, back-end",Romania,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,10.545551942866757
25686,I am a developer by profession,"No, and I don't plan to",27844.0,5.0,10.0,25-34 years old,Academic researcher,Spain,"1,000 to 4,999 employees","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",In-person,Employed,0,10.234372782288558
25688,I am a developer by profession,"Yes, I use AI tools daily",278397.0,12.0,14.0,25-34 years old,"Senior executive (C-suite, VP, etc.)",United Arab Emirates,"10,000 or more employees","Associate degree (A.A., A.S., etc.)",In-person,Employed,1,12.536803431522273
25692,I am a developer by profession,"Yes, I use AI tools daily",51851.0,4.0,9.0,25-34 years old,"Developer, back-end",Poland,"5,000 to 9,999 employees","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.856129499874779
25699,I am a developer by profession,"Yes, I use AI tools daily",105000.0,17.0,17.0,25-34 years old,"Developer, full-stack",United States of America,20 to 99 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Remote,Employed,1,11.56171562913966
25700,I am a developer by profession,"Yes, I use AI tools daily",52207.0,20.0,27.0,35-44 years old,"Developer, back-end",France,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some in-person, leans heavy to flexibility)",Employed,1,10.86297186449704
25702,I am a developer by profession,"Yes, I use AI tools daily",13949.0,7.0,8.0,25-34 years old,"Developer, desktop or enterprise applications",India,"10,000 or more employees","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Your choice (very flexible, you can come in when you want or just as needed)",Employed,1,9.543163100092235
25705,I am a developer by profession,"Yes, I use AI tools daily",130564.0,10.0,17.0,35-44 years old,"Developer, full-stack","Iran, Islamic Republic of...",500 to 999 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,11.779618806983525
25707,I am a developer by profession,"Yes, I use AI tools daily",2904.0,7.0,9.0,25-34 years old,"Senior executive (C-suite, VP, etc.)",Turkey,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Remote,Employed,1,7.973844375944687
25708,I am a developer by profession,"Yes, I use AI tools daily",13172.0,1.0,12.0,18-24 years old,"Developer, full-stack",India,100 to 499 employees,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Hybrid (some remote, leans heavy to in-person)",Employed,1,9.485848643496254
25712,I am a developer by profession,"Yes, I use AI tools daily",162421.0,2.0,10.0,25-34 years old,DevOps engineer or professional,Netherlands,100 to 499 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,1,11.99794700869468
25720,I am a developer by profession,"No, but I plan to soon",42125.0,15.0,23.0,35-44 years old,"Developer, embedded applications or devices",Czech Republic,Less than 20 employees,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",In-person,Employed,0,10.648396667654662
